experiment,sample,species,replicate,test,step_init,step_end,step_init_abs,step_end_abs,step_type
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test30_1_from4,StauChy1,4,30,4,1,64,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test31_4_from1,StauChy1,4,31,1,4,90,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test32_1_from1,StauChy1,4,32,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test33_5_from1,StauChy1,4,33,1,5,90,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test34_1_from5,StauChy1,4,34,5,1,4,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test35_5_from1,StauChy1,4,35,1,5,90,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test36_2_from2,StauChy1,4,36,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test37_3_from2,StauChy1,4,37,2,3,85,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test38_2_from3,StauChy1,4,38,3,2,78,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test39_3_from2,StauChy1,4,39,2,3,85,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test3_1_from0,StauChy1,4,3,0,1,95,90,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test40_2_from2,StauChy1,4,40,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test41_4_from2,StauChy1,4,41,2,4,85,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test42_2_from4,StauChy1,4,42,4,2,64,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test43_4_from2,StauChy1,4,43,2,4,85,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test44_2_from2,StauChy1,4,44,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test45_5_from2,StauChy1,4,45,2,5,85,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test46_2_from5,StauChy1,4,46,5,2,4,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test47_5_from2,StauChy1,4,47,2,5,85,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test48_3_from3,StauChy1,4,48,3,3,78,78,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test49_4_from3,StauChy1,4,49,3,4,78,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test4_0_from0,StauChy1,4,4,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test50_3_from4,StauChy1,4,50,4,3,64,78,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test51_4_from3,StauChy1,4,51,3,4,78,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test52_3_from3,StauChy1,4,52,3,3,78,78,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test53_5_from3,StauChy1,4,53,3,5,78,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test54_3_from5,StauChy1,4,54,5,3,4,78,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test55_5_from3,StauChy1,4,55,3,5,78,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test56_4_from4,StauChy1,4,56,4,4,64,64,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test57_5_from4,StauChy1,4,57,4,5,64,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test58_4_from5,StauChy1,4,58,5,4,4,64,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test59_5_from4,StauChy1,4,59,4,5,64,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test5_2_from0,StauChy1,4,5,0,2,95,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test6_0_from2,StauChy1,4,6,2,0,85,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test7_2_from0,StauChy1,4,7,0,2,95,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test8_0_from0,StauChy1,4,8,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test9_3_from0,StauChy1,4,9,0,3,95,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test0_0_from0,StauChy1,5,0,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test10_0_from3,StauChy1,5,10,3,0,78,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test11_3_from0,StauChy1,5,11,0,3,95,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test12_0_from0,StauChy1,5,12,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test13_4_from0,StauChy1,5,13,0,4,95,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test14_0_from4,StauChy1,5,14,4,0,64,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test15_4_from0,StauChy1,5,15,0,4,95,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test16_0_from0,StauChy1,5,16,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test17_5_from0,StauChy1,5,17,0,5,95,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test18_0_from5,StauChy1,5,18,5,0,4,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test19_5_from0,StauChy1,5,19,0,5,95,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test1_1_from0,StauChy1,5,1,0,1,95,90,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test20_1_from1,StauChy1,5,20,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test21_2_from1,StauChy1,5,21,1,2,90,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test22_1_from2,StauChy1,5,22,2,1,85,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test23_2_from1,StauChy1,5,23,1,2,90,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test24_1_from1,StauChy1,5,24,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test25_3_from1,StauChy1,5,25,1,3,90,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test26_1_from3,StauChy1,5,26,3,1,78,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test27_3_from1,StauChy1,5,27,1,3,90,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test28_1_from1,StauChy1,5,28,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test29_4_from1,StauChy1,5,29,1,4,90,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test2_0_from1,StauChy1,5,2,1,0,90,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test30_1_from4,StauChy1,5,30,4,1,64,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test31_4_from1,StauChy1,5,31,1,4,90,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test32_1_from1,StauChy1,5,32,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test33_5_from1,StauChy1,5,33,1,5,90,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test34_1_from5,StauChy1,5,34,5,1,4,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test35_5_from1,StauChy1,5,35,1,5,90,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test36_2_from2,StauChy1,5,36,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test37_3_from2,StauChy1,5,37,2,3,85,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test38_2_from3,StauChy1,5,38,3,2,78,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test39_3_from2,StauChy1,5,39,2,3,85,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test3_1_from0,StauChy1,5,3,0,1,95,90,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test40_2_from2,StauChy1,5,40,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test41_4_from2,StauChy1,5,41,2,4,85,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test42_2_from4,StauChy1,5,42,4,2,64,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test43_4_from2,StauChy1,5,43,2,4,85,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test44_2_from2,StauChy1,5,44,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test45_5_from2,StauChy1,5,45,2,5,85,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test46_2_from5,StauChy1,5,46,5,2,4,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test47_5_from2,StauChy1,5,47,2,5,85,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test48_3_from3,StauChy1,5,48,3,3,78,78,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test49_4_from3,StauChy1,5,49,3,4,78,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test4_0_from0,StauChy1,5,4,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test50_3_from4,StauChy1,5,50,4,3,64,78,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test51_4_from3,StauChy1,5,51,3,4,78,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test52_3_from3,StauChy1,5,52,3,3,78,78,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test53_5_from3,StauChy1,5,53,3,5,78,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test54_3_from5,StauChy1,5,54,5,3,4,78,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test55_5_from3,StauChy1,5,55,3,5,78,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test56_4_from4,StauChy1,5,56,4,4,64,64,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test57_5_from4,StauChy1,5,57,4,5,64,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test58_4_from5,StauChy1,5,58,5,4,4,64,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test59_5_from4,StauChy1,5,59,4,5,64,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test5_2_from0,StauChy1,5,5,0,2,95,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test6_0_from2,StauChy1,5,6,2,0,85,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test7_2_from0,StauChy1,5,7,0,2,95,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test8_0_from0,StauChy1,5,8,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep5,FastTimeLaps_exp_test9_3_from0,StauChy1,5,9,0,3,95,78,step_down
