experiment,sample,species,replicate,test,step_init,step_end,step_init_abs,step_end_abs,step_type
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test11_3_from0,StauChy1,1,11,0,3,95,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test12_0_from0,StauChy1,1,12,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test13_4_from0,StauChy1,1,13,0,4,95,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test14_0_from4,StauChy1,1,14,4,0,64,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test15_4_from0,StauChy1,1,15,0,4,95,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test16_0_from0,StauChy1,1,16,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test17_5_from0,StauChy1,1,17,0,5,95,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test18_0_from5,StauChy1,1,18,5,0,4,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test19_5_from0,StauChy1,1,19,0,5,95,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test1_1_from0,StauChy1,1,1,0,1,95,90,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test20_1_from1,StauChy1,1,20,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test21_2_from1,StauChy1,1,21,1,2,90,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test22_1_from2,StauChy1,1,22,2,1,85,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test23_2_from1,StauChy1,1,23,1,2,90,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test24_1_from1,StauChy1,1,24,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test25_3_from1,StauChy1,1,25,1,3,90,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test26_1_from3,StauChy1,1,26,3,1,78,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test27_3_from1,StauChy1,1,27,1,3,90,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test28_1_from1,StauChy1,1,28,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test29_4_from1,StauChy1,1,29,1,4,90,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test2_0_from1,StauChy1,1,2,1,0,90,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test30_1_from4,StauChy1,1,30,4,1,64,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test31_4_from1,StauChy1,1,31,1,4,90,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test32_1_from1,StauChy1,1,32,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test33_5_from1,StauChy1,1,33,1,5,90,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test34_1_from5,StauChy1,1,34,5,1,4,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test35_5_from1,StauChy1,1,35,1,5,90,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test36_2_from2,StauChy1,1,36,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test37_3_from2,StauChy1,1,37,2,3,85,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test38_2_from3,StauChy1,1,38,3,2,78,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test39_3_from2,StauChy1,1,39,2,3,85,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test3_1_from0,StauChy1,1,3,0,1,95,90,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test40_2_from2,StauChy1,1,40,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test41_4_from2,StauChy1,1,41,2,4,85,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test42_2_from4,StauChy1,1,42,4,2,64,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test43_4_from2,StauChy1,1,43,2,4,85,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test44_2_from2,StauChy1,1,44,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test45_5_from2,StauChy1,1,45,2,5,85,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test46_2_from5,StauChy1,1,46,5,2,4,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test47_5_from2,StauChy1,1,47,2,5,85,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test48_3_from3,StauChy1,1,48,3,3,78,78,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test49_4_from3,StauChy1,1,49,3,4,78,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test4_0_from0,StauChy1,1,4,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test50_3_from4,StauChy1,1,50,4,3,64,78,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test51_4_from3,StauChy1,1,51,3,4,78,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test52_3_from3,StauChy1,1,52,3,3,78,78,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test53_5_from3,StauChy1,1,53,3,5,78,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test54_3_from5,StauChy1,1,54,5,3,4,78,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test55_5_from3,StauChy1,1,55,3,5,78,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test56_4_from4,StauChy1,1,56,4,4,64,64,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test57_5_from4,StauChy1,1,57,4,5,64,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test58_4_from5,StauChy1,1,58,5,4,4,64,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test59_5_from4,StauChy1,1,59,4,5,64,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test5_2_from0,StauChy1,1,5,0,2,95,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test6_0_from2,StauChy1,1,6,2,0,85,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test7_2_from0,StauChy1,1,7,0,2,95,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test8_0_from0,StauChy1,1,8,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep1,FastTimeLaps_exp_test9_3_from0,StauChy1,1,9,0,3,95,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test0_0_from0,StauChy1,2,0,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test10_0_from3,StauChy1,2,10,3,0,78,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test11_3_from0,StauChy1,2,11,0,3,95,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test12_0_from0,StauChy1,2,12,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test13_4_from0,StauChy1,2,13,0,4,95,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test14_0_from4,StauChy1,2,14,4,0,64,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test15_4_from0,StauChy1,2,15,0,4,95,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test16_0_from0,StauChy1,2,16,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test17_5_from0,StauChy1,2,17,0,5,95,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test18_0_from5,StauChy1,2,18,5,0,4,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test19_5_from0,StauChy1,2,19,0,5,95,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test1_1_from0,StauChy1,2,1,0,1,95,90,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test20_1_from1,StauChy1,2,20,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test21_2_from1,StauChy1,2,21,1,2,90,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test22_1_from2,StauChy1,2,22,2,1,85,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test23_2_from1,StauChy1,2,23,1,2,90,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test24_1_from1,StauChy1,2,24,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test25_3_from1,StauChy1,2,25,1,3,90,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test26_1_from3,StauChy1,2,26,3,1,78,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test27_3_from1,StauChy1,2,27,1,3,90,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test28_1_from1,StauChy1,2,28,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test29_4_from1,StauChy1,2,29,1,4,90,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test2_0_from1,StauChy1,2,2,1,0,90,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test30_1_from4,StauChy1,2,30,4,1,64,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test31_4_from1,StauChy1,2,31,1,4,90,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test32_1_from1,StauChy1,2,32,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test33_5_from1,StauChy1,2,33,1,5,90,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test34_1_from5,StauChy1,2,34,5,1,4,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test35_5_from1,StauChy1,2,35,1,5,90,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test36_2_from2,StauChy1,2,36,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test37_3_from2,StauChy1,2,37,2,3,85,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test38_2_from3,StauChy1,2,38,3,2,78,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test39_3_from2,StauChy1,2,39,2,3,85,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test3_1_from0,StauChy1,2,3,0,1,95,90,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test40_2_from2,StauChy1,2,40,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test41_4_from2,StauChy1,2,41,2,4,85,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test42_2_from4,StauChy1,2,42,4,2,64,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test43_4_from2,StauChy1,2,43,2,4,85,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test44_2_from2,StauChy1,2,44,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test45_5_from2,StauChy1,2,45,2,5,85,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test46_2_from5,StauChy1,2,46,5,2,4,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test47_5_from2,StauChy1,2,47,2,5,85,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test48_3_from3,StauChy1,2,48,3,3,78,78,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test49_4_from3,StauChy1,2,49,3,4,78,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test4_0_from0,StauChy1,2,4,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test50_3_from4,StauChy1,2,50,4,3,64,78,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test51_4_from3,StauChy1,2,51,3,4,78,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test52_3_from3,StauChy1,2,52,3,3,78,78,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test53_5_from3,StauChy1,2,53,3,5,78,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test54_3_from5,StauChy1,2,54,5,3,4,78,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test55_5_from3,StauChy1,2,55,3,5,78,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test56_4_from4,StauChy1,2,56,4,4,64,64,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test57_5_from4,StauChy1,2,57,4,5,64,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test58_4_from5,StauChy1,2,58,5,4,4,64,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test59_5_from4,StauChy1,2,59,4,5,64,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test5_2_from0,StauChy1,2,5,0,2,95,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test6_0_from2,StauChy1,2,6,2,0,85,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test7_2_from0,StauChy1,2,7,0,2,95,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test8_0_from0,StauChy1,2,8,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep2,FastTimeLaps_exp_test9_3_from0,StauChy1,2,9,0,3,95,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test0_0_from0,StauChy1,3,0,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test10_0_from3,StauChy1,3,10,3,0,78,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test11_3_from0,StauChy1,3,11,0,3,95,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test12_0_from0,StauChy1,3,12,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test13_4_from0,StauChy1,3,13,0,4,95,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test14_0_from4,StauChy1,3,14,4,0,64,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test15_4_from0,StauChy1,3,15,0,4,95,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test16_0_from0,StauChy1,3,16,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test17_5_from0,StauChy1,3,17,0,5,95,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test18_0_from5,StauChy1,3,18,5,0,4,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test19_5_from0,StauChy1,3,19,0,5,95,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test1_1_from0,StauChy1,3,1,0,1,95,90,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test20_1_from1,StauChy1,3,20,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test21_2_from1,StauChy1,3,21,1,2,90,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test22_1_from2,StauChy1,3,22,2,1,85,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test23_2_from1,StauChy1,3,23,1,2,90,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test24_1_from1,StauChy1,3,24,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test25_3_from1,StauChy1,3,25,1,3,90,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test26_1_from3,StauChy1,3,26,3,1,78,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test27_3_from1,StauChy1,3,27,1,3,90,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test28_1_from1,StauChy1,3,28,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test29_4_from1,StauChy1,3,29,1,4,90,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test2_0_from1,StauChy1,3,2,1,0,90,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test30_1_from4,StauChy1,3,30,4,1,64,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test31_4_from1,StauChy1,3,31,1,4,90,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test32_1_from1,StauChy1,3,32,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test33_5_from1,StauChy1,3,33,1,5,90,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test34_1_from5,StauChy1,3,34,5,1,4,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test35_5_from1,StauChy1,3,35,1,5,90,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test36_2_from2,StauChy1,3,36,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test37_3_from2,StauChy1,3,37,2,3,85,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test38_2_from3,StauChy1,3,38,3,2,78,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test39_3_from2,StauChy1,3,39,2,3,85,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test3_1_from0,StauChy1,3,3,0,1,95,90,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test40_2_from2,StauChy1,3,40,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test41_4_from2,StauChy1,3,41,2,4,85,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test42_2_from4,StauChy1,3,42,4,2,64,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test43_4_from2,StauChy1,3,43,2,4,85,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test44_2_from2,StauChy1,3,44,2,2,85,85,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test45_5_from2,StauChy1,3,45,2,5,85,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test46_2_from5,StauChy1,3,46,5,2,4,85,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test47_5_from2,StauChy1,3,47,2,5,85,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test48_3_from3,StauChy1,3,48,3,3,78,78,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test49_4_from3,StauChy1,3,49,3,4,78,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test4_0_from0,StauChy1,3,4,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test50_3_from4,StauChy1,3,50,4,3,64,78,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test51_4_from3,StauChy1,3,51,3,4,78,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test52_3_from3,StauChy1,3,52,3,3,78,78,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test53_5_from3,StauChy1,3,53,3,5,78,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test54_3_from5,StauChy1,3,54,5,3,4,78,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test55_5_from3,StauChy1,3,55,3,5,78,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test56_4_from4,StauChy1,3,56,4,4,64,64,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test57_5_from4,StauChy1,3,57,4,5,64,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test58_4_from5,StauChy1,3,58,5,4,4,64,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test59_5_from4,StauChy1,3,59,4,5,64,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test5_2_from0,StauChy1,3,5,0,2,95,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test6_0_from2,StauChy1,3,6,2,0,85,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test7_2_from0,StauChy1,3,7,0,2,95,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test8_0_from0,StauChy1,3,8,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep3,FastTimeLaps_exp_test9_3_from0,StauChy1,3,9,0,3,95,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test0_0_from0,StauChy1,4,0,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test10_0_from3,StauChy1,4,10,3,0,78,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test11_3_from0,StauChy1,4,11,0,3,95,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test12_0_from0,StauChy1,4,12,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test13_4_from0,StauChy1,4,13,0,4,95,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test14_0_from4,StauChy1,4,14,4,0,64,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test15_4_from0,StauChy1,4,15,0,4,95,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test16_0_from0,StauChy1,4,16,0,0,95,95,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test17_5_from0,StauChy1,4,17,0,5,95,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test18_0_from5,StauChy1,4,18,5,0,4,95,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test19_5_from0,StauChy1,4,19,0,5,95,4,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test1_1_from0,StauChy1,4,1,0,1,95,90,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test20_1_from1,StauChy1,4,20,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test21_2_from1,StauChy1,4,21,1,2,90,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test22_1_from2,StauChy1,4,22,2,1,85,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test23_2_from1,StauChy1,4,23,1,2,90,85,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test24_1_from1,StauChy1,4,24,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test25_3_from1,StauChy1,4,25,1,3,90,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test26_1_from3,StauChy1,4,26,3,1,78,90,step_up
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test27_3_from1,StauChy1,4,27,1,3,90,78,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test28_1_from1,StauChy1,4,28,1,1,90,90,adaptation
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test29_4_from1,StauChy1,4,29,1,4,90,64,step_down
FastTimeLaps_exp_02_StauChy1_230120_rep4,FastTimeLaps_exp_test2_0_from1,StauChy1,4,2,1,0,90,95,step_up
